,Zipcode,City,Lat,Lng,Population,counts
47874,93602,Auberry,37.0,-119.15,2778,0
47877,95603,Auburn,38.92,-121.07,20376,0
47944,95926,Chico,39.74,-121.83,22651,0
47943,95712,Chicago Park,39.16,-120.95,609,0
47942,96020,Chester,40.27,-121.24,2304,0
47939,95307,Ceres,37.55,-120.96,30984,0
47937,96089,Shasta Lake,40.68,-122.4,522,0
47930,96019,Shasta Lake,40.68,-122.37,6917,0
47929,95924,Cedar Ridge,39.19,-121.02,1401,0
47927,95306,Catheys Valley,37.38,-120.12,781,0
47923,93609,Caruthers,36.52,-119.87,4374,0
47921,95608,Carmichael,38.62,-121.32,45450,0
47915,93608,Cantua Creek,36.45,-120.45,1102,0
47909,95709,Camino,38.74,-120.68,4150,0
47905,95225,Burson,38.18,-120.88,674,0
47903,96013,Burney,40.94,-121.74,3131,0
47902,95919,Brownsville,39.43,-121.25,914,0
47901,95918,Browns Valley,39.33,-121.33,1810,0
47899,93606,Biola,36.8,-120.01,1450,0
47897,95917,Biggs,39.42,-121.67,2534,0
47891,95916,Berry Creek,39.66,-121.38,931,0
47890,96008,Bella Vista,40.7,-122.09,1500,0
47887,93604,Bass Lake,37.38,-119.51,662,0
47886,95914,Bangor,39.42,-121.36,691,0
47885,95303,Ballico,37.47,-120.65,789,0
47884,95224,Avery,38.21,-120.33,557,0
47882,95604,Auburn,38.9,-121.06,3024,0
47876,95602,Auburn,39.0,-121.09,13927,0
47817,93960,Soledad,36.39,-121.3,12698,0
47815,93955,Seaside,36.62,-121.82,24162,0
47813,95070,Saratoga,37.25,-122.06,29525,0
47756,95152,San Jose,37.41,-121.82,448,0
47755,95151,San Jose,37.29,-121.78,1597,0
47754,95150,San Jose,37.29,-121.91,1217,0
47753,95148,San Jose,37.33,-121.77,37541,0
47748,95139,San Jose,37.21,-121.75,5634,0
47747,95138,San Jose,37.24,-121.73,15421,0
47746,95136,San Jose,37.27,-121.84,35078,0
47745,95135,San Jose,37.25,-121.67,17221,0
47744,95134,San Jose,37.42,-121.94,12670,0
47743,95133,San Jose,37.37,-121.86,20337,0
47742,95132,San Jose,37.42,-121.77,34344,0
47741,95131,San Jose,37.38,-121.9,24403,0
47740,95130,San Jose,37.28,-121.98,10841,0
47739,95129,San Jose,37.3,-122.0,32839,0
47738,95128,San Jose,37.31,-121.93,25327,0
47737,95127,San Jose,37.37,-121.75,46641,0
47736,95126,San Jose,37.32,-121.91,23076,0
47735,95125,San Jose,37.29,-121.88,41048,0
47734,95124,San Jose,37.25,-121.92,39234,0
47733,95123,San Jose,37.23,-121.82,50481,0
47732,95122,San Jose,37.33,-121.83,41936,0
47731,95121,San Jose,37.3,-121.8,30427,0
47730,95120,San Jose,37.19,-121.83,33486,0
47729,95119,San Jose,37.22,-121.78,8171,0
47728,95118,San Jose,37.25,-121.88,26249,0
47757,95153,San Jose,37.24,-121.84,744,0
47758,95154,San Jose,37.26,-121.91,491,0
47760,95156,San Jose,37.35,-121.84,790,0
47761,95157,San Jose,37.3,-121.97,597,0
47811,95067,Scotts Valley,36.97,-122.03,855,0
47809,95066,Scotts Valley,37.06,-122.01,11926,0
47808,95065,Santa Cruz,37.03,-121.98,6525,0
47807,95064,Santa Cruz,36.98,-122.06,890,0
47806,95063,Santa Cruz,36.97,-122.0,1484,0
47805,95062,Santa Cruz,36.97,-121.98,26530,0
47804,95061,Santa Cruz,36.97,-122.02,1461,0
47800,95060,Santa Cruz,37.04,-122.1,29968,0
47799,95056,Santa Clara,37.4,-121.96,795,0
47798,95055,Santa Clara,37.33,-121.98,1075,0
47797,95054,Santa Clara,37.39,-121.96,20797,0
47794,95052,Santa Clara,37.35,-121.95,580,0
47945,95927,Chico,39.75,-121.81,3301,0
47793,95051,Santa Clara,37.35,-121.98,45397,0
47791,94583,San Ramon,37.78,-121.99,40007,0
47790,94582,San Ramon,37.76,-121.93,29033,0
47789,95046,San Martin,37.1,-121.6,5514,0
47787,94580,San Lorenzo,37.68,-122.13,22564,0
47786,94579,San Leandro,37.68,-122.15,17524,0
47785,94578,San Leandro,37.7,-122.12,28085,0
47784,94577,San Leandro,37.71,-122.16,37421,0
47782,95045,San Juan Bautista,36.83,-121.51,3345,0
47766,95164,San Jose,37.39,-121.92,819,0
47765,95161,San Jose,37.38,-121.89,1275,0
47764,95160,San Jose,37.21,-121.86,424,0
47762,95158,San Jose,37.26,-121.87,556,0
47792,95050,Santa Clara,37.34,-121.95,26714,0
47946,95928,Chico,39.71,-121.81,22333,0
47952,95973,Chico,39.9,-121.83,23889,0
47959,93610,Chowchilla,37.07,-120.27,11048,0
48123,93744,Fresno,36.75,-119.79,434,0
48116,93730,Fresno,36.9,-119.75,7681,0
48115,93729,Fresno,36.85,-119.76,1369,0
48114,93728,Fresno,36.75,-119.81,9834,0
48113,93727,Fresno,36.75,-119.67,48028,0
48112,93726,Fresno,36.79,-119.76,26206,0
48109,93725,Fresno,36.6,-119.75,16278,0
48106,93723,Fresno,36.77,-119.95,6014,0
48105,93722,Fresno,36.79,-119.92,54913,0
48104,93721,Fresno,36.73,-119.78,1906,0
48103,93720,Fresno,36.88,-119.77,36614,0
48096,93711,Fresno,36.84,-119.82,30146,0
48095,93710,Fresno,36.81,-119.75,19306,0
48090,93706,Fresno,36.64,-119.91,22854,0
48089,93705,Fresno,36.78,-119.82,23426,0
48088,93704,Fresno,36.8,-119.8,19578,0
48087,93703,Fresno,36.76,-119.76,19554,0
48086,93702,Fresno,36.74,-119.75,27772,0
48085,93701,Fresno,36.74,-119.79,5872,0
48082,93650,Fresno,36.83,-119.79,2966,0
48080,95231,French Camp,37.86,-121.29,3106,0
48079,93625,Fowler,36.62,-119.67,5752,0
48078,96032,Fort Jones,41.59,-122.96,1733,0
48074,95942,Forest Ranch,39.97,-121.64,1178,0
48070,95631,Foresthill,39.03,-120.82,5104,0
48124,93745,Fresno,36.7,-119.75,646,0
48126,93747,Fresno,36.8,-119.67,709,0
48129,93755,Fresno,36.79,-119.79,698,0
48158,93626,Friant,37.02,-119.69,1202,0
48234,95642,Jackson,38.35,-120.77,6104,0
48230,95641,Isleton,38.16,-121.59,1486,0
48226,95640,Ione,38.33,-120.88,5808,0
48224,96047,Igo,40.46,-122.7,708,0
48222,95326,Hughson,37.59,-120.85,7977,0
48219,96044,Hornbrook,41.91,-122.49,643,0
48216,95324,Hilmar,37.39,-120.89,5825,0
48215,95323,Hickman,37.6,-120.68,1119,0
48213,95638,Herald,38.33,-121.14,1831,0
48210,96041,Hayfork,40.5,-123.19,1501,0
48206,96039,Happy Camp,41.78,-123.47,798,0
48204,95951,Hamilton City,39.72,-122.05,2398,0
48068,95763,Folsom,38.67,-121.17,1387,0
48202,95322,Gustine,37.14,-121.04,6607,0
48198,95636,Grizzly Flats,38.64,-120.51,723,0
48194,95948,Gridley,39.35,-121.76,8183,0
48193,96038,Grenada,41.6,-122.54,551,0
48192,95635,Greenwood,38.92,-120.89,958,0
48190,95947,Greenville,40.15,-120.84,1342,0
48188,95949,Grass Valley,39.11,-121.12,15758,0
48175,95945,Grass Valley,39.18,-120.98,18769,0
48169,95943,Glenn,39.6,-122.02,656,0
48167,96035,Gerber,40.03,-122.17,2202,0
48162,95634,Georgetown,38.93,-120.77,2459,0
48160,95633,Garden Valley,38.84,-120.83,2517,0
48159,95632,Galt,38.27,-121.22,22306,0
48199,95321,Groveland,37.85,-119.76,2806,0
48239,96048,Junction City,40.87,-123.1,494,0
48065,95762,El Dorado Hills,38.68,-121.05,33316,0
48056,93624,Five Points,36.38,-120.13,1035,0
48007,95618,Davis,38.53,-121.66,17799,0
48006,95617,Davis,38.54,-121.72,1820,0
48005,95616,Davis,38.48,-121.64,25761,0
48004,93615,Cutler,36.49,-119.28,4111,0
48003,95313,Crows Landing,37.39,-121.05,1400,0
47996,95615,Courtland,38.31,-121.54,753,0
47995,95311,Coulterville,37.71,-120.12,1402,0
47994,96022,Cottonwood,40.33,-122.45,11976,0
47991,96021,Corning,39.92,-122.28,11110,0
47990,95228,Copperopolis,37.94,-120.66,3161,0
47988,95614,Cool,38.88,-120.98,3415,0
47987,95932,Colusa,39.27,-122.05,6178,0
47986,95310,Columbia,38.11,-120.38,1996,0
47985,95613,Coloma,38.8,-120.88,444,0
47979,95713,Colfax,39.09,-120.92,6066,0
47978,93614,Coarsegold,37.17,-119.71,9131,0
47977,93619,Clovis,36.91,-119.58,23064,0
47976,93613,Clovis,36.79,-119.64,1934,0
47975,93612,Clovis,36.81,-119.71,24053,0
47974,93611,Clovis,36.93,-119.56,36239,0
47969,95227,Clements,38.21,-121.03,888,0
47968,95612,Clarksburg,38.37,-121.58,1189,0
47966,95621,Citrus Heights,38.69,-121.31,31963,0
47964,95611,Citrus Heights,38.7,-121.28,1216,0
47962,95610,Citrus Heights,38.69,-121.26,32886,0
48009,95315,Delhi,37.42,-120.77,8952,0
48010,93616,Del Rey,36.65,-119.59,1990,0
48011,95316,Denair,37.54,-120.68,5470,0
48012,95619,Diamond Springs,38.67,-120.81,4471,0
48054,93622,Firebaugh,36.85,-120.54,7288,0
48053,95629,Fiddletown,38.52,-120.7,742,0
48052,95230,Farmington,37.96,-120.87,643,0
48050,96028,Fall River Mills,41.01,-121.47,1223,0
48049,95628,Fair Oaks,38.65,-121.25,34479,0
48047,96027,Etna,41.41,-123.02,1656,0
48046,95627,Esparto,38.78,-122.12,2896,0
48043,95320,Escalon,37.83,-121.03,10192,0
48042,95319,Empire,37.64,-120.9,2004,0
48041,95626,Elverta,38.73,-121.46,4879,0
48040,95318,El Portal,37.65,-119.8,455,0
48039,95317,El Nido,37.12,-120.51,792,0
48057,95630,Folsom,38.67,-121.14,53688,0
48037,95759,Elk Grove,38.4,-121.37,1325,0
48035,95757,Elk Grove,38.35,-121.42,27886,0
48034,95624,Elk Grove,38.44,-121.3,48052,0
48030,95623,El Dorado,38.6,-120.84,3901,0
48026,95938,Durham,39.61,-121.77,3566,0
48025,96025,Dunsmuir,41.19,-122.26,1644,0
48024,95937,Dunnigan,38.88,-122.0,1072,0
48021,96024,Douglas City,40.58,-122.86,632,0
48020,93620,Dos Palos,37.07,-120.63,6358,0
48019,96023,Dorris,41.89,-121.74,858,0
48018,95935,Dobbins,39.36,-121.2,565,0
48016,95620,Dixon,38.39,-121.81,16600,0
48014,93618,Dinuba,36.52,-119.39,19322,0
48036,95758,Elk Grove,38.34,-121.42,48267,0
46773,91752,Mira Loma,33.99,-117.53,21577,0
46775,91763,Montclair,34.07,-117.7,27063,0
46741,90815,Long Beach,33.79,-118.12,31234,0
45403,91331,Pacoima,34.25,-118.41,72872,0
45402,93036,Oxnard,34.25,-119.16,29528,0
45401,93035,Oxnard,34.19,-119.23,21701,0
45400,93034,Oxnard,34.17,-119.17,1355,0
45399,93033,Oxnard,34.14,-119.1,65653,0
45398,93032,Oxnard,34.2,-119.17,1199,0
45397,93031,Oxnard,34.21,-119.18,2942,0
45396,93030,Oxnard,34.19,-119.17,45834,0
45392,93024,Ojai,34.44,-119.25,1223,0
45390,93023,Ojai,34.51,-119.29,15623,0
45389,93475,Oceano,35.1,-120.61,845,0
45388,93445,Oceano,35.06,-120.6,4497,0
45387,93022,Oak View,34.4,-119.3,5190,0
45382,91328,Northridge,34.22,-118.53,363,0
45380,91327,Northridge,34.27,-118.55,524,0
45378,91326,Porter Ranch,34.28,-118.55,28058,0
45377,91325,Northridge,34.23,-118.51,24201,0
45365,91615,North Hollywood,34.19,-118.39,540,0
45362,91614,Studio City,34.14,-118.39,412,0
45353,91610,Toluca Lake,34.15,-118.37,342,0
45340,91607,Valley Village,34.16,-118.4,21208,0
45336,91606,North Hollywood,34.18,-118.39,32275,0
45334,91605,North Hollywood,34.2,-118.39,39700,0
45331,91604,Studio City,34.13,-118.39,23076,0
45323,91602,North Hollywood,34.15,-118.36,13969,0
45408,91333,Pacoima,34.26,-118.42,775,0
45317,91601,North Hollywood,34.16,-118.37,25821,0
45411,93550,Palmdale,34.52,-118.08,48104,0
45419,93552,Palmdale,34.5,-118.01,26212,0
45512,91337,Reseda,34.2,-118.53,671,0
45508,91335,Reseda,34.2,-118.54,54011,0
45503,93044,Port Hueneme,34.15,-119.19,1694,0
45489,93041,Port Hueneme,34.11,-119.11,16854,0
45488,93258,Porterville,36.05,-119.14,4767,0
45485,93257,Porterville,35.96,-118.92,46960,0
45484,93256,Pixley,35.95,-119.31,3390,0
45482,93449,Pismo Beach,35.15,-120.66,6223,0
45480,93448,Pismo Beach,35.15,-120.67,1393,0
45479,93040,Piru,34.43,-118.75,1683,0
45475,93553,Pearblossom,34.48,-117.88,1419,0
45474,93447,Paso Robles,35.65,-120.69,4215,0
45468,93446,Paso Robles,35.61,-120.76,32009,0
45450,91125,Pasadena,34.13,-118.12,330,0
45441,91117,Pasadena,34.14,-118.09,439,0
45435,91109,Pasadena,34.16,-118.16,1622,0
45433,91108,San Marino,34.12,-118.11,12520,0
45432,91107,Pasadena,34.16,-118.08,26912,0
45431,91106,Pasadena,34.13,-118.13,17783,0
45430,91105,Pasadena,34.14,-118.16,9563,0
45429,91104,Pasadena,34.16,-118.12,27268,0
45428,91103,Pasadena,34.17,-118.17,18714,0
45427,91102,Pasadena,34.14,-118.14,651,0
45421,93591,Palmdale,34.61,-117.81,4371,0
45420,93590,Palmdale,34.57,-118.08,1421,0
45414,93551,Palmdale,34.61,-118.27,39678,0
45513,93261,Richgrove,35.81,-119.13,2326,0
45316,93444,Nipomo,35.05,-120.48,15501,0
45313,93443,Morro Bay,35.36,-120.85,1044,0
45236,93535,Lancaster,34.69,-117.9,45851,0
45230,93534,Lancaster,34.72,-118.15,24548,0
45229,93241,Lamont,35.25,-118.91,11327,0
45227,93240,Lake Isabella,35.64,-118.46,4066,0
45220,93532,Lake Hughes,34.69,-118.52,2088,0
45216,91012,La Canada Flintridge,34.2,-118.19,581,0
45212,91011,La Canada Flintridge,34.23,-118.14,18197,0
45210,93239,Kettleman City,35.99,-119.99,1229,0
45208,93238,Kernville,35.83,-118.45,1354,0
45207,93531,Keene,35.23,-118.62,484,0
45204,93529,June Lake,37.77,-119.06,491,0
45197,93235,Ivanhoe,36.38,-119.22,3130,0
45194,93527,Inyokern,35.88,-118.15,1719,0
45192,93526,Independence,36.83,-118.24,544,0
45191,93234,Huron,36.2,-120.09,4538,0
45190,93232,Hanford,36.23,-119.7,1320,0
45189,93230,Hanford,36.27,-119.63,45031,0
45188,93434,Guadalupe,34.93,-120.59,5126,0
45187,93483,Grover Beach,35.12,-120.62,1017,0
45185,93433,Grover Beach,35.12,-120.61,8974,0
45184,93227,Goshen,36.34,-119.41,911,0
45182,91226,Glendale,34.16,-118.21,502,0
45181,91225,Glendale,34.12,-118.25,710,0
45177,91221,Glendale,34.16,-118.28,507,0
45175,91214,La Crescenta,34.23,-118.24,25651,0
45242,93536,Lancaster,34.72,-118.48,48248,0
45314,93254,New Cuyama,34.98,-119.8,626,0
45248,93539,Lancaster,34.68,-118.12,2456,0
45252,93242,Laton,36.43,-119.69,2736,0
45312,93442,Morro Bay,35.38,-120.78,7761,0
45311,93021,Moorpark,34.31,-118.87,30875,0
45310,93020,Moorpark,34.28,-118.88,592,0
45308,91020,Montrose,34.21,-118.23,5930,0
45307,91017,Monrovia,34.13,-117.98,1030,0
45306,91016,Monrovia,34.15,-117.99,31187,0
45302,93505,California City,35.15,-117.92,7123,0
45300,93504,California City,35.14,-118.01,472,0
45297,93501,Mojave,35.09,-118.13,3030,0
45296,93252,Maricopa,34.84,-119.27,1110,0
45292,93546,Mammoth Lakes,37.58,-118.84,6723,0
45290,93250,Mc Farland,35.65,-119.19,8129,0
45289,93249,Lost Hills,35.61,-119.9,2120,0
45288,93441,Los Olivos,34.71,-120.01,1318,0
45287,93440,Los Alamos,34.73,-120.24,1470,0
45282,93545,Lone Pine,36.56,-118.18,1557,0
45281,93438,Lompoc,34.63,-120.46,1501,0
45276,93437,Lompoc,34.77,-120.53,2943,0
45274,93436,Lompoc,34.6,-120.39,36741,0
45272,93544,Llano,34.49,-117.77,767,0
45269,93543,Littlerock,34.48,-117.92,9046,0
45266,93247,Lindsay,36.2,-119.08,11680,0
45261,93246,Lemoore,36.28,-119.84,430,0
45259,93245,Lemoore,36.29,-119.82,26596,0
45253,93243,Lebec,34.86,-118.87,1151,0
45249,93584,Lancaster,34.69,-118.13,520,0
45514,93555,Ridgecrest,35.55,-117.67,24004,0
45517,93556,Ridgecrest,35.62,-117.67,1341,0
45518,93560,Rosamond,34.92,-118.4,13552,0
45744,91359,Westlake Village,34.19,-118.82,1244,0
45743,91358,Thousand Oaks,34.18,-118.87,446,0
45740,91320,Newbury Park,34.17,-118.95,37943,0
45738,91319,Newbury Park,34.18,-118.91,450,0
45737,93270,Terra Bella,35.93,-119.03,4678,0
45736,93465,Templeton,35.54,-120.75,8127,0
45735,93581,Tehachapi,35.13,-118.44,1753,0
45725,93561,Tehachapi,35.12,-118.51,21006,0
45724,91357,Tarzana,34.17,-118.54,968,0
45723,91356,Tarzana,34.15,-118.54,23015,0
45722,93268,Taft,35.17,-119.36,10210,0
45721,91353,Sun Valley,34.21,-118.36,754,0
45717,91352,Sun Valley,34.23,-118.34,35055,0
45716,91041,Sunland,34.26,-118.31,387,0
45714,91040,Sunland,34.26,-118.32,16036,0
45713,93067,Summerland,34.41,-119.59,1210,0
45712,93267,Strathmore,36.14,-119.09,4456,0
45711,93266,Stratford,36.17,-119.81,1255,0
45710,93265,Springville,36.17,-118.7,3031,0
45704,91030,South Pasadena,34.11,-118.15,20953,0
45703,93066,Somis,34.29,-119.03,2974,0
45702,93464,Solvang,34.55,-120.14,847,0
45700,93463,Solvang,34.61,-120.14,5699,0
45697,93094,Simi Valley,34.27,-118.79,720,0
45696,93065,Simi Valley,34.25,-118.78,59551,0
45747,91360,Thousand Oaks,34.21,-118.88,35014,0
45692,93063,Simi Valley,34.3,-118.72,45423,0
45748,91361,Westlake Village,34.14,-118.89,18019,0
45757,93271,Three Rivers,36.44,-118.86,1879,0
45828,93277,Visalia,36.29,-119.38,36340,0
45824,93007,Ventura,34.29,-119.15,537,0
45823,93006,Ventura,34.27,-119.29,1308,0
45822,93005,Ventura,34.25,-119.2,387,0
46769,90720,Los Alamitos,33.79,-118.06,19065,0
45817,93003,Ventura,34.28,-119.22,39626,0
45816,93002,Ventura,34.27,-119.28,1569,0
45812,93001,Ventura,34.33,-119.31,23874,0
45799,91436,Encino,34.15,-118.49,15771,0
45797,91426,Encino,34.15,-118.51,446,0
45795,91423,Sherman Oaks,34.14,-118.42,24736,0
45793,91416,Encino,34.17,-118.51,677,0
45791,91413,Sherman Oaks,34.16,-118.45,1338,0
45785,91409,Van Nuys,34.2,-118.49,853,0
45781,91406,Van Nuys,34.19,-118.49,37193,0
45779,91405,Van Nuys,34.2,-118.44,34500,0
45776,91403,Sherman Oaks,34.14,-118.46,19914,0
45774,91402,Panorama City,34.22,-118.44,45198,0
45771,91401,Van Nuys,34.17,-118.43,28864,0
45769,91316,Encino,34.15,-118.52,21973,0
45767,93275,Tulare,36.2,-119.34,1471,0
45766,93274,Tulare,36.18,-119.36,46216,0
45764,91042,Tujunga,34.29,-118.25,20436,0
45759,93562,Trona,35.73,-117.36,1017,0
45758,93272,Tipton,36.04,-119.34,2780,0
45753,91362,Thousand Oaks,34.19,-118.81,31759,0
45691,93062,Simi Valley,34.28,-118.74,962,0
45690,91025,Sierra Madre,34.16,-118.05,514,0
45689,91024,Sierra Madre,34.2,-118.05,8990,0
45592,93111,Santa Barbara,34.45,-119.8,15066,0
45590,93110,Santa Barbara,34.43,-119.77,12594,0
45589,93109,Santa Barbara,34.4,-119.72,8228,0
45587,93108,Santa Barbara,34.44,-119.61,8500,0
45581,93106,Santa Barbara,34.43,-119.83,359,0
45580,93105,Santa Barbara,34.01,-119.72,19652,0
45579,93103,Santa Barbara,34.43,-119.68,13621,0
45578,93102,Santa Barbara,34.42,-119.7,813,0
45577,93101,Santa Barbara,34.41,-119.7,21615,0
45572,93451,San Miguel,35.89,-120.6,2916,0
45569,93412,Los Osos,35.31,-120.83,787,0
45553,93406,San Luis Obispo,35.24,-120.64,1772,0
45551,93405,San Luis Obispo,35.27,-120.69,11172,0
45549,93403,San Luis Obispo,35.28,-120.65,817,0
45545,93402,Los Osos,35.29,-120.81,11297,0
45543,93401,San Luis Obispo,35.25,-120.62,19714,0
45542,91395,Mission Hills,34.25,-118.46,394,0
45541,91394,Granada Hills,34.26,-118.52,493,0
45538,91392,Sylmar,34.3,-118.43,1223,0
45536,91346,Mission Hills,34.26,-118.46,507,0
45534,91345,Mission Hills,34.27,-118.45,14142,0
45532,91344,Granada Hills,34.29,-118.5,41602,0
45529,91343,North Hills,34.23,-118.47,41190,0
45525,91342,Sylmar,34.32,-118.38,66238,0
45523,91340,San Fernando,34.28,-118.44,25093,0
45594,93116,Goleta,34.49,-120.04,903,0
45596,93117,Goleta,34.5,-120.12,26958,0
45600,93118,Goleta,34.43,-119.82,482,0
45604,93130,Santa Barbara,34.44,-119.73,1165,0
45687,93461,Shandon,35.63,-120.26,1254,0
45685,93263,Shafter,35.49,-119.3,12989,0
45682,93460,Santa Ynez,34.64,-120.02,5209,0
45681,93061,Santa Paula,34.35,-119.05,761,0
45680,93060,Santa Paula,34.4,-119.07,24908,0
45679,93458,Santa Maria,34.95,-120.5,35006,0
45677,93457,Santa Maria,34.86,-120.43,621,0
45676,93456,Santa Maria,34.93,-120.46,3764,0
45674,93455,Santa Maria,34.82,-120.41,33212,0
45670,93454,Santa Maria,34.91,-120.23,24768,0
45665,93453,Santa Margarita,35.31,-120.27,2396,0
45657,91390,Santa Clarita,34.53,-118.4,15765,0
45172,91209,Glendale,34.14,-118.25,985,0
45653,91387,Canyon Country,34.4,-118.4,30434,0
45645,91384,Castaic,34.51,-118.68,18686,0
45637,91381,Stevenson Ranch,34.37,-118.61,15678,0
45635,91380,Santa Clarita,34.49,-118.39,1469,0
45633,91355,Valencia,34.41,-118.56,26548,0
45631,91354,Valencia,34.46,-118.57,22704,0
45628,91351,Canyon Country,34.43,-118.46,25962,0
45621,91350,Santa Clarita,34.43,-118.51,27783,0
45619,91322,Newhall,34.38,-118.53,776,0
45616,91321,Newhall,34.36,-118.47,24843,0
45608,93160,Santa Barbara,34.43,-119.8,909,0
45606,93150,Santa Barbara,34.43,-119.63,744,0
45605,93140,Santa Barbara,34.42,-119.67,1394,0
45650,91386,Canyon Country,34.41,-118.45,880,0
45829,93278,Visalia,36.3,-119.31,699,0
45171,91208,Glendale,34.19,-118.24,13555,0
45169,91206,Glendale,34.16,-118.2,25063,0
44773,90027,Los Angeles,34.12,-118.28,33916,0
44769,90026,Los Angeles,34.07,-118.26,46916,0
44763,90024,Los Angeles,34.06,-118.43,22009,0
44760,90023,Los Angeles,34.01,-118.2,30786,0
44756,90022,Los Angeles,34.02,-118.15,46198,0
44754,90021,Los Angeles,34.03,-118.24,1621,0
44750,90019,Los Angeles,34.04,-118.34,43752,0
44747,90018,Los Angeles,34.02,-118.31,33029,0
44745,90017,Los Angeles,34.05,-118.26,11309,0
44743,90016,Los Angeles,34.02,-118.35,34391,0
44739,90015,Los Angeles,34.03,-118.26,10390,0
44738,90014,Los Angeles,34.04,-118.25,3272,0
44736,90013,Los Angeles,34.04,-118.24,3973,0
44734,90012,Los Angeles,34.06,-118.24,13839,0
44733,90011,Los Angeles,34.0,-118.25,63123,0
44731,90010,Los Angeles,34.06,-118.31,3294,0
44727,90009,Los Angeles,33.94,-118.38,1715,0
44723,90008,Los Angeles,34.0,-118.34,21174,0
44721,90007,Los Angeles,34.02,-118.28,20179,0
44719,90006,Los Angeles,34.04,-118.29,34995,0
44717,90005,Los Angeles,34.05,-118.31,22281,0
44715,90004,Los Angeles,34.07,-118.31,41632,0
44713,90003,Los Angeles,33.96,-118.27,41878,0
44710,90002,Los Angeles,33.94,-118.24,30920,0
44707,90001,Los Angeles,33.97,-118.24,36200,0
44778,90029,Los Angeles,34.09,-118.29,26270,0
44705,90260,Lawndale,33.88,-118.35,25618,0
44781,90031,Los Angeles,34.08,-118.2,26797,0
44785,90033,Los Angeles,34.04,-118.21,28923,0
44863,90065,Los Angeles,34.1,-118.22,34536,0
44861,90064,Los Angeles,34.03,-118.43,22483,0
44859,90063,Los Angeles,34.04,-118.18,35693,0
44857,90062,Los Angeles,34.0,-118.3,22057,0
44854,90061,Los Angeles,33.92,-118.27,18477,0
44850,90059,Los Angeles,33.92,-118.24,25507,0
44848,90058,Los Angeles,34.0,-118.21,2407,0
44846,90057,Los Angeles,34.06,-118.27,21531,0
44842,90056,Los Angeles,33.98,-118.37,7060,0
44835,90050,Los Angeles,34.12,-118.2,407,0
44832,90049,Los Angeles,34.08,-118.49,29275,0
44827,90048,Los Angeles,34.07,-118.37,17194,0
44825,90047,Los Angeles,33.95,-118.3,36265,0
44822,90046,Los Angeles,34.1,-118.37,34474,0
44818,90045,Los Angeles,33.95,-118.4,29336,0
44815,90044,Los Angeles,33.95,-118.29,56462,0
44811,90043,Los Angeles,33.98,-118.33,32064,0
44809,90042,Los Angeles,34.11,-118.19,43949,0
44807,90041,Los Angeles,34.13,-118.2,20920,0
44804,90040,Los Angeles,33.99,-118.14,9350,0
44802,90039,Los Angeles,34.11,-118.26,22944,0
44797,90038,Los Angeles,34.08,-118.32,18877,0
44795,90037,Los Angeles,34.0,-118.28,37811,0
44791,90036,Los Angeles,34.06,-118.35,26227,0
44789,90035,Los Angeles,34.05,-118.38,20647,0
44784,90032,Los Angeles,34.08,-118.17,32538,0
44869,90067,Los Angeles,34.05,-118.41,5575,0
44700,90308,Inglewood,33.95,-118.35,423,0
44695,90304,Inglewood,33.93,-118.36,20300,0
41328,96161,Truckee,39.33,-120.24,7896,0
41327,96160,Truckee,39.32,-120.18,4083,0
41325,96148,Tahoe Vista,39.24,-120.05,632,0
41320,96146,Olympic Valley,39.19,-120.22,1088,0
41317,96145,Tahoe City,39.18,-120.14,3750,0
41312,96130,Susanville,40.57,-120.61,11282,0
41311,96127,Susanville,40.41,-120.65,535,0
41310,96128,Standish,40.35,-120.38,541,0
41307,96158,South Lake Tahoe,38.92,-119.96,3210,0
41296,96155,South Lake Tahoe,38.78,-120.07,896,0
41289,96151,South Lake Tahoe,38.94,-119.97,5277,0
41287,96150,South Lake Tahoe,38.84,-120.01,9905,0
41276,96122,Portola,39.79,-120.46,3165,0
41268,96120,Markleeville,38.73,-119.84,676,0
41266,96118,Loyalton,39.63,-120.21,1177,0
41261,96143,Kings Beach,39.24,-120.04,2971,0
41259,96114,Janesville,40.28,-120.5,2530,0
41256,96142,Tahoma,39.02,-120.14,590,0
41254,96141,Homewood,39.1,-120.19,540,0
41251,96113,Herlong,40.2,-120.19,767,0
41246,96109,Doyle,39.94,-120.06,622,0
41242,96107,Coleville,38.47,-119.48,903,0
41239,96104,Cedarville,41.48,-120.14,627,0
41233,96140,Carnelian Bay,39.22,-120.08,929,0
41227,96103,Blairsden-Graeagle,39.78,-120.65,1434,0
41336,96162,Truckee,39.3,-120.31,2826,0
44697,90305,Inglewood,33.95,-118.33,12037,0
41339,96134,Tulelake,41.8,-121.46,1711,0
44647,90201,Bell Gardens,33.97,-118.15,67468,0
44694,90303,Inglewood,33.93,-118.33,18370,0
44693,90302,Inglewood,33.97,-118.35,20745,0
44692,90301,Inglewood,33.95,-118.36,25753,0
44689,90255,Huntington Park,33.97,-118.21,54716,0
44688,90251,Hawthorne,33.91,-118.36,1320,0
44684,90249,Gardena,33.89,-118.31,21361,0
44683,90248,Gardena,33.88,-118.27,8825,0
44682,90247,Gardena,33.89,-118.29,35920,0
44680,90242,Downey,33.92,-118.14,31123,0
44679,90241,Downey,33.94,-118.13,32425,0
44678,90240,Downey,33.95,-118.12,19687,0
